transaction_id,amount,merchant_type,device_type,label
167,38.68,others,mobile,0
168,20.64,travel,desktop,0
169,4.16,others,desktop,0
170,89.38,travel,desktop,0
171,113.19,others,desktop,0
172,1.67,others,desktop,0
173,71.76,electronics,mobile,0
174,25.68,clothing,desktop,0
175,103.61,others,desktop,0
176,19.16,others,mobile,1
177,117.42,groceries,desktop,0
178,48.9,clothing,mobile,0
179,276.03,groceries,mobile,0
180,14.79,clothing,tablet,0
181,41.71,groceries,tablet,0
182,12.04,others,tablet,0
183,258.62,others,tablet,0
184,209.83,electronics,desktop,0
185,29.83,groceries,tablet,0
186,107.88,travel,mobile,1
187,169.95,electronics,desktop,0
188,81.01,groceries,tablet,0
189,75.43,groceries,mobile,0
190,27.69,electronics,desktop,0
191,9.77,others,desktop,0
192,227.51,groceries,tablet,0
193,230.68,others,desktop,0
194,100.27,electronics,mobile,0
195,41.4,others,desktop,0
196,42.96,clothing,mobile,0
197,129.45,travel,desktop,0
198,227.41,groceries,tablet,0
199,218.11,travel,mobile,0
200,151.36,others,desktop,0
201,102.73,groceries,desktop,0
202,8.79,others,desktop,0
203,17.63,clothing,mobile,0
204,228.82,electronics,mobile,0
205,93.25,groceries,mobile,0
206,0.92,clothing,tablet,0
207,10.7,clothing,tablet,0
208,108.92,groceries,mobile,0
209,0.51,others,desktop,0
210,17.53,clothing,tablet,0
211,79.57,travel,mobile,0
212,117.73,clothing,desktop,0
213,105.54,others,tablet,0
214,25.39,others,desktop,0
215,124.54,travel,desktop,0
216,27.08,clothing,desktop,0
217,39.36,others,desktop,0
218,137.24,groceries,tablet,0
219,104.88,electronics,tablet,1
220,189.2,electronics,tablet,1
221,107.18,electronics,mobile,0
222,84.0,clothing,tablet,1
223,9.84,travel,desktop,0
224,45.84,others,tablet,0
225,30.82,groceries,desktop,0
226,27.97,groceries,mobile,0
227,361.23,clothing,desktop,0
228,49.94,electronics,desktop,0
229,222.61,clothing,desktop,0
230,99.73,travel,mobile,0
231,158.38,travel,tablet,0
232,69.84,others,tablet,1
233,86.02,others,mobile,0
234,67.83,travel,desktop,0
235,21.72,travel,tablet,0
236,128.18,travel,mobile,0
237,32.96,clothing,tablet,0
238,2.46,travel,mobile,0
239,103.7,groceries,desktop,0
240,19.49,electronics,tablet,0
241,282.11,travel,mobile,0
242,307.76,electronics,tablet,0
243,246.35,clothing,tablet,0
244,46.23,electronics,tablet,0
245,1.56,clothing,tablet,0
246,263.55,groceries,mobile,0
247,55.89,clothing,desktop,0
248,340.08,clothing,mobile,0
249,331.37,others,mobile,0
250,191.74,travel,mobile,1
251,34.88,travel,desktop,0
252,48.63,groceries,tablet,0
253,190.47,groceries,tablet,0
254,38.11,travel,tablet,0
255,18.57,others,desktop,0
256,81.37,travel,tablet,0
257,275.13,others,desktop,0
258,119.08,groceries,tablet,1
259,84.41,electronics,tablet,0
260,10.22,groceries,mobile,0
261,95.45,groceries,desktop,0
262,461.06,clothing,mobile,0
263,15.09,clothing,mobile,0
264,73.05,clothing,mobile,0
265,209.86,clothing,desktop,0
266,135.0,others,desktop,0
267,119.41,travel,tablet,0
268,121.23,electronics,mobile,0
269,44.55,groceries,tablet,0
270,34.76,others,mobile,0
271,165.74,electronics,desktop,0
272,166.13,others,desktop,0
273,201.8,others,desktop,0
274,244.46,groceries,mobile,0
275,71.61,travel,desktop,0
276,69.62,clothing,mobile,0
277,160.09,travel,tablet,0
278,104.97,groceries,mobile,0
279,121.06,groceries,tablet,0
280,158.86,groceries,mobile,0
281,220.73,electronics,tablet,0
282,41.25,travel,desktop,0
283,47.09,travel,tablet,0
284,9.87,others,desktop,0
285,86.34,others,desktop,1
286,3.66,others,tablet,0
287,62.66,groceries,mobile,0
288,78.23,travel,mobile,0
289,33.76,groceries,mobile,1
290,89.36,electronics,mobile,0
291,3.1,others,mobile,0
292,3.81,groceries,desktop,0
293,172.94,groceries,mobile,0
294,44.66,electronics,desktop,0
295,13.59,clothing,desktop,0
296,73.87,travel,desktop,0
297,146.96,clothing,tablet,0
298,24.31,others,tablet,0
299,97.52,groceries,desktop,0
300,8.92,electronics,tablet,0
301,5.31,electronics,mobile,0
302,75.79,travel,mobile,0
303,77.79,clothing,desktop,0
304,101.45,travel,mobile,0
305,129.5,groceries,desktop,0
306,372.36,travel,desktop,0
307,72.63,electronics,mobile,0
308,39.0,electronics,tablet,0
309,158.57,others,mobile,0
310,31.59,others,mobile,0
311,57.8,groceries,desktop,0
312,8.17,clothing,desktop,0
313,2.57,travel,desktop,0
314,328.74,groceries,desktop,0
315,180.78,others,tablet,0
316,119.06,travel,tablet,0
317,52.59,others,tablet,0
318,19.03,travel,desktop,0
319,17.01,clothing,desktop,0
320,28.8,groceries,desktop,0
321,79.68,travel,tablet,0
322,125.38,electronics,desktop,0
323,107.94,electronics,mobile,0
324,32.84,travel,mobile,0
325,309.81,travel,desktop,0
326,133.9,travel,mobile,0
327,80.82,electronics,mobile,0
328,94.6,electronics,tablet,0
329,54.4,travel,desktop,0
330,28.47,others,desktop,0
331,44.0,others,tablet,0
332,141.82,clothing,mobile,0
333,1.45,groceries,mobile,0
334,12.34,others,desktop,0
335,4.71,electronics,mobile,0
336,4.16,others,tablet,0
337,193.42,clothing,tablet,0
338,121.62,clothing,desktop,0
339,64.28,groceries,tablet,0
340,10.3,others,tablet,0
341,67.65,electronics,desktop,0
342,64.15,electronics,tablet,0
343,19.02,travel,tablet,0
344,56.89,electronics,tablet,0
345,50.83,groceries,mobile,0
346,95.67,groceries,desktop,0
347,100.81,electronics,desktop,0
348,4.64,electronics,desktop,0
349,46.94,travel,mobile,0
350,98.31,electronics,mobile,0
351,69.94,travel,desktop,0
352,194.13,travel,mobile,0
353,107.5,electronics,desktop,0
354,17.79,clothing,mobile,0
355,7.32,clothing,tablet,0
356,102.84,travel,tablet,0
357,2.69,electronics,desktop,0
358,88.13,clothing,mobile,0
359,281.73,electronics,mobile,0
360,85.68,electronics,tablet,0
361,49.13,electronics,tablet,0
362,103.08,others,mobile,0
363,61.3,electronics,mobile,0
364,78.88,others,mobile,0
365,283.81,travel,mobile,0
366,48.79,clothing,mobile,0
367,324.91,clothing,mobile,0
368,235.76,clothing,desktop,0
369,21.79,clothing,mobile,0
370,7.19,clothing,tablet,0
371,10.62,clothing,desktop,0
372,1.84,clothing,mobile,0
373,9.92,travel,tablet,0
374,114.89,electronics,desktop,0
375,7.38,groceries,tablet,0
376,38.42,others,mobile,0
377,186.35,groceries,mobile,0
378,2.35,groceries,mobile,0
379,168.45,electronics,mobile,0
380,33.11,electronics,desktop,0
381,12.58,electronics,desktop,0
382,119.32,clothing,tablet,0
383,99.14,travel,mobile,0
384,209.94,clothing,tablet,0
385,132.83,travel,desktop,0
386,162.7,travel,mobile,0
387,33.13,groceries,mobile,0
388,19.53,groceries,desktop,0
389,138.88,travel,desktop,0
390,164.42,travel,desktop,0
391,465.7,clothing,desktop,0
392,53.21,clothing,desktop,1
393,46.52,groceries,mobile,0
394,149.8,electronics,desktop,0
395,41.67,travel,mobile,0
396,267.01,clothing,mobile,0
397,195.48,groceries,desktop,0
398,56.04,clothing,desktop,0
399,138.98,travel,mobile,0
400,140.46,travel,desktop,0
401,10.88,others,desktop,0
402,232.84,electronics,desktop,0
403,70.37,others,tablet,0
404,175.13,groceries,mobile,0
405,38.57,clothing,tablet,0
406,225.88,groceries,desktop,0
407,49.3,travel,tablet,0
408,1.09,others,desktop,0
409,235.79,others,tablet,0
410,9.57,others,desktop,0
411,38.47,groceries,tablet,0
412,299.7,travel,tablet,0
413,300.79,clothing,tablet,0
414,85.2,clothing,mobile,0
415,99.92,groceries,tablet,0
416,59.5,others,mobile,0
417,34.7,electronics,desktop,0
418,39.85,groceries,tablet,0
419,111.63,groceries,desktop,0
420,139.58,travel,desktop,0
421,156.82,clothing,tablet,0
422,155.88,groceries,mobile,0
423,9.56,groceries,tablet,0
424,68.2,others,desktop,1
425,5.93,others,desktop,0
426,79.75,electronics,tablet,0
427,58.26,travel,mobile,0
428,218.66,electronics,mobile,0
429,43.22,others,desktop,0
430,12.45,clothing,desktop,1
431,15.43,others,mobile,0
432,143.34,travel,tablet,0
433,96.29,others,desktop,0
434,10.66,travel,mobile,0
435,8.79,travel,desktop,0
436,120.72,travel,tablet,0
437,7.55,travel,mobile,0
438,172.52,travel,desktop,0
439,122.5,clothing,tablet,0
440,8.48,electronics,desktop,0
441,8.87,groceries,tablet,0
442,431.55,electronics,tablet,1
443,46.88,travel,mobile,0
444,46.31,clothing,tablet,0
445,167.56,others,desktop,0
446,294.22,clothing,tablet,0
447,426.88,travel,tablet,0
448,139.99,clothing,mobile,1
449,47.2,clothing,tablet,0
450,8.72,travel,tablet,0
451,150.12,clothing,desktop,0
452,81.74,groceries,mobile,0
453,55.2,groceries,mobile,0
454,236.82,clothing,mobile,0
455,11.79,others,tablet,0
456,67.85,travel,mobile,0
457,1.14,groceries,tablet,0
458,63.24,others,tablet,0
459,5.8,clothing,desktop,0
460,12.65,others,desktop,0
461,12.5,electronics,desktop,0
462,104.76,groceries,desktop,1
463,137.06,clothing,desktop,0
464,87.56,travel,tablet,0
465,327.47,clothing,tablet,0
466,46.98,travel,mobile,0
467,33.65,clothing,tablet,0
468,202.95,others,tablet,0
469,25.31,others,desktop,0
470,330.29,others,tablet,0
471,1.22,electronics,desktop,0
472,350.25,travel,mobile,0
473,4.41,others,mobile,1
474,221.77,electronics,tablet,0
475,75.01,travel,mobile,0
476,495.68,clothing,tablet,0
477,7.67,electronics,mobile,1
478,80.71,groceries,desktop,0
479,348.36,electronics,desktop,0
480,74.04,electronics,desktop,0
481,99.26,travel,desktop,0
482,118.99,clothing,tablet,0
483,60.61,groceries,mobile,0
484,98.77,others,tablet,0
485,87.78,others,desktop,0
486,231.42,electronics,tablet,0
487,4.65,travel,mobile,0
488,32.98,travel,tablet,0
489,300.4,others,mobile,0
490,220.97,groceries,tablet,0
491,60.82,clothing,mobile,0
492,96.79,groceries,mobile,0
493,32.49,clothing,desktop,0
494,20.84,others,mobile,0
495,62.31,clothing,desktop,0
496,43.6,travel,desktop,0
497,87.62,electronics,desktop,0
498,8.09,electronics,tablet,0
499,366.5,others,tablet,0
500,428.39,travel,tablet,0
501,119.79,groceries,tablet,0
502,76.81,travel,mobile,0
503,37.04,electronics,mobile,0
504,168.09,electronics,tablet,0
505,115.43,travel,mobile,0
506,17.75,travel,mobile,0
507,241.83,electronics,desktop,0
508,172.9,groceries,desktop,0
509,299.17,others,desktop,0
510,129.36,others,desktop,1
511,95.04,travel,mobile,0
512,54.17,others,tablet,1
513,269.9,electronics,mobile,0
514,201.04,electronics,mobile,0
515,4.63,travel,mobile,0
516,2.67,travel,desktop,0
517,47.23,travel,desktop,0
518,166.36,groceries,desktop,0
519,436.43,others,tablet,0
520,16.3,travel,mobile,0
521,90.17,clothing,tablet,0
522,47.95,clothing,desktop,0
523,350.37,electronics,tablet,0
524,184.59,others,mobile,0
525,182.22,travel,mobile,0
526,63.24,clothing,desktop,0
527,53.58,others,desktop,1
528,31.94,electronics,tablet,0
529,5.8,groceries,desktop,0
530,200.04,others,desktop,0
531,167.61,others,mobile,1
532,817.24,groceries,desktop,0
533,569.49,others,desktop,0
534,81.07,electronics,mobile,0
535,146.53,electronics,mobile,0
536,289.62,groceries,tablet,0
537,189.48,travel,desktop,0
538,28.42,clothing,mobile,0
539,59.88,travel,tablet,0
540,13.83,others,tablet,0
541,308.02,clothing,desktop,0
542,93.18,groceries,desktop,0
543,25.96,groceries,tablet,0
544,111.38,clothing,mobile,0
545,96.27,electronics,tablet,0
546,44.34,clothing,desktop,0
547,12.05,others,mobile,0
548,111.34,electronics,mobile,0
549,73.46,groceries,tablet,0
550,147.98,clothing,desktop,0
551,73.43,travel,tablet,1
552,191.18,travel,tablet,0
553,80.28,others,tablet,0
554,82.31,travel,mobile,0
555,209.28,clothing,mobile,0
556,51.66,clothing,desktop,0
557,14.39,travel,desktop,0
558,2.92,clothing,tablet,0
559,140.71,others,tablet,0
560,96.84,electronics,tablet,0
561,121.77,others,desktop,0
562,23.95,others,mobile,0
563,14.66,clothing,mobile,0
564,1.47,electronics,tablet,0
565,43.17,clothing,tablet,0
566,89.14,groceries,tablet,0
567,49.8,clothing,tablet,0
568,57.53,clothing,desktop,0
569,234.51,clothing,mobile,0
570,42.81,electronics,tablet,0
571,72.15,clothing,desktop,0
572,153.09,electronics,tablet,1
573,50.51,travel,tablet,0
574,97.31,groceries,mobile,0
575,198.31,electronics,tablet,0
576,298.62,travel,mobile,0
577,15.91,electronics,mobile,0
578,261.17,electronics,mobile,0
579,67.75,groceries,desktop,0
580,29.87,others,desktop,0
581,61.46,others,mobile,0
582,391.37,electronics,tablet,0
583,67.85,clothing,mobile,0
584,39.86,travel,tablet,0
585,100.35,clothing,mobile,0
586,27.46,clothing,tablet,0
587,7.89,electronics,desktop,0
588,13.8,electronics,tablet,0
589,13.7,electronics,mobile,0
590,16.48,electronics,desktop,0
591,14.95,others,tablet,0
592,102.41,electronics,tablet,0
593,20.07,others,tablet,0
594,42.41,others,tablet,0
595,227.1,electronics,tablet,0
596,64.24,groceries,desktop,0
597,110.13,travel,desktop,0
598,18.91,clothing,desktop,0
599,21.36,others,desktop,0
600,4.17,travel,mobile,1
601,18.5,groceries,desktop,0
602,32.65,clothing,tablet,0
603,19.48,clothing,tablet,0
604,9.29,others,desktop,0
605,12.86,electronics,tablet,0
606,61.76,groceries,desktop,0
607,23.11,others,tablet,0
608,45.3,groceries,mobile,0
609,70.0,electronics,mobile,0
610,117.25,electronics,desktop,0
611,4.01,others,desktop,0
612,160.65,electronics,desktop,0
613,98.86,travel,tablet,0
614,8.53,clothing,desktop,0
615,206.81,others,mobile,0
616,253.67,groceries,tablet,0
617,6.3,travel,desktop,0
618,32.42,others,tablet,0
619,164.09,electronics,tablet,0
620,137.94,electronics,desktop,0
621,20.4,electronics,tablet,0
622,23.49,electronics,mobile,0
623,46.28,groceries,mobile,1
624,66.27,travel,tablet,0
625,96.3,clothing,desktop,0
626,46.03,groceries,tablet,0
627,62.09,groceries,mobile,0
628,137.62,clothing,tablet,0
629,3.74,clothing,tablet,0
630,29.09,electronics,mobile,0
631,124.95,groceries,tablet,0
632,225.58,others,tablet,0
633,71.68,clothing,desktop,0
634,75.95,clothing,desktop,0
635,11.34,travel,mobile,0
636,59.31,others,mobile,0
637,76.06,others,mobile,0
638,27.77,clothing,desktop,0
639,31.37,electronics,mobile,0
640,47.37,travel,mobile,0
641,2.03,others,mobile,0
642,38.87,clothing,desktop,0
643,23.76,others,tablet,0
644,39.67,travel,mobile,0
645,12.76,travel,tablet,0
646,221.21,groceries,mobile,0
647,90.04,clothing,tablet,0
648,113.66,travel,desktop,0
649,155.67,groceries,desktop,0
650,69.0,groceries,mobile,0
651,9.09,others,tablet,0
652,77.03,others,desktop,0
653,88.39,groceries,mobile,0
654,136.82,others,mobile,0
655,56.5,travel,desktop,0
656,13.65,electronics,desktop,0
657,33.38,travel,mobile,0
658,45.11,groceries,tablet,0
659,103.82,groceries,tablet,0
660,84.58,travel,tablet,0
661,44.02,others,mobile,0
662,430.62,others,desktop,0
663,93.08,groceries,mobile,0
664,27.08,clothing,desktop,0
665,10.73,others,tablet,0
666,16.59,travel,tablet,0
667,28.23,others,desktop,0
668,17.52,travel,desktop,0
669,20.65,groceries,mobile,0
670,33.56,others,tablet,0
671,19.04,travel,mobile,0
672,227.08,groceries,mobile,0
673,8.36,clothing,mobile,0
674,74.34,travel,tablet,0
675,52.83,clothing,mobile,0
676,403.86,clothing,mobile,0
677,11.88,electronics,mobile,0
678,50.73,others,mobile,0
679,348.91,travel,mobile,0
680,200.62,clothing,mobile,0
681,169.87,electronics,tablet,0
682,29.83,groceries,mobile,0
683,18.74,travel,desktop,0
684,110.46,clothing,mobile,0
685,265.04,others,mobile,0
686,81.37,electronics,tablet,0
687,84.77,clothing,tablet,0
688,32.85,others,desktop,0
689,146.75,clothing,desktop,0
690,20.71,travel,tablet,0
691,39.11,travel,tablet,0
692,55.41,travel,mobile,0
693,70.85,electronics,tablet,0
694,27.76,travel,desktop,0
695,12.2,others,mobile,0
696,94.32,clothing,desktop,0
697,34.06,groceries,mobile,0
698,87.05,others,tablet,0
699,16.77,others,desktop,0
700,65.61,travel,mobile,1
701,76.05,electronics,mobile,0
702,5.32,clothing,tablet,0
703,41.04,electronics,tablet,0
704,14.43,clothing,tablet,0
705,6.55,clothing,desktop,0
706,460.12,electronics,mobile,0
707,38.91,others,tablet,0
708,166.01,clothing,desktop,0
709,29.39,electronics,desktop,0
710,114.41,clothing,desktop,0
711,142.81,groceries,tablet,0
712,90.54,others,tablet,0
713,63.79,travel,mobile,0
714,53.08,clothing,mobile,0
715,42.9,groceries,tablet,0
716,265.26,travel,desktop,0
717,177.56,travel,desktop,0
718,335.32,clothing,desktop,0
719,13.27,electronics,mobile,0
720,131.26,clothing,desktop,0
721,278.61,groceries,mobile,0
722,20.0,travel,mobile,0
723,6.88,clothing,desktop,0
724,135.14,electronics,desktop,0
725,85.44,clothing,tablet,0
726,184.41,others,tablet,0
727,15.06,electronics,desktop,1
728,158.61,groceries,mobile,0
729,22.52,travel,mobile,0
730,17.87,clothing,mobile,0
731,17.94,electronics,mobile,0
732,168.51,others,mobile,0
733,109.42,electronics,tablet,0
734,74.04,others,desktop,0
735,44.45,groceries,tablet,0
736,209.72,travel,mobile,0
737,49.83,groceries,mobile,0
738,169.61,clothing,mobile,0
739,57.83,electronics,mobile,0
740,47.31,others,desktop,0
741,62.12,others,mobile,0
742,35.86,electronics,desktop,0
743,137.68,electronics,mobile,0
744,69.86,clothing,desktop,0
745,26.42,groceries,tablet,0
746,229.83,others,mobile,0
747,48.43,clothing,desktop,0
748,78.43,groceries,tablet,0
749,236.95,clothing,mobile,0
750,97.88,others,mobile,1
751,12.43,electronics,mobile,0
752,281.06,electronics,desktop,0
753,98.81,groceries,desktop,0
754,40.78,travel,tablet,0
755,15.0,groceries,desktop,0
756,158.0,travel,desktop,0
757,96.78,clothing,mobile,0
758,76.24,clothing,mobile,0
759,224.33,others,mobile,0
760,155.4,travel,mobile,0
761,16.45,others,mobile,0
762,37.36,electronics,mobile,0
763,28.57,travel,mobile,0
764,136.24,groceries,tablet,0
765,3.41,electronics,tablet,0
766,84.37,electronics,tablet,0
767,143.74,groceries,tablet,0
768,209.37,electronics,mobile,0
769,41.87,travel,tablet,0
770,172.18,others,mobile,0
771,11.72,electronics,tablet,0
772,187.37,travel,desktop,0
773,13.64,clothing,tablet,0
774,50.63,travel,tablet,0
775,159.6,others,mobile,0
776,16.24,travel,tablet,0
777,26.04,groceries,desktop,0
778,128.1,others,mobile,0
779,127.31,clothing,mobile,0
780,102.48,groceries,tablet,0
781,118.4,travel,mobile,0
782,78.25,others,mobile,0
783,29.01,clothing,mobile,0
784,42.42,groceries,mobile,0
785,20.04,clothing,mobile,0
786,239.09,travel,mobile,0
787,87.56,clothing,desktop,0
788,51.22,electronics,tablet,0
789,61.99,groceries,desktop,0
790,294.28,clothing,mobile,0
791,16.65,travel,mobile,0
792,88.24,travel,tablet,0
793,70.5,clothing,desktop,0
794,94.53,travel,tablet,0
795,1.83,others,desktop,0
796,205.67,others,mobile,0
797,269.0,others,tablet,0
798,83.27,electronics,tablet,0
799,119.29,clothing,mobile,0
800,255.75,electronics,tablet,0
801,122.84,travel,desktop,0
802,16.55,electronics,desktop,0
803,85.87,travel,desktop,0
804,93.32,travel,desktop,0
805,55.19,groceries,mobile,0
806,133.35,others,tablet,0
807,272.37,travel,desktop,1
808,259.79,groceries,mobile,0
809,59.94,others,tablet,0
810,12.02,travel,tablet,0
811,418.92,travel,mobile,0
812,182.57,electronics,mobile,0
813,13.31,electronics,desktop,0
814,253.63,others,tablet,0
815,203.94,travel,tablet,0
816,73.16,clothing,mobile,0
817,89.47,electronics,tablet,1
818,50.92,others,desktop,0
819,5.63,travel,tablet,0
820,40.83,travel,mobile,0
821,162.38,clothing,mobile,0
822,0.46,others,desktop,0
823,40.57,travel,desktop,0
824,50.78,electronics,tablet,0
825,77.09,clothing,tablet,0
826,252.39,others,mobile,0
827,42.52,clothing,desktop,0
828,42.61,electronics,desktop,0
829,133.75,others,desktop,0
830,60.19,clothing,tablet,0
831,25.44,groceries,desktop,0
832,60.23,electronics,mobile,0
833,15.18,electronics,mobile,0
834,19.41,electronics,tablet,0
835,68.99,groceries,tablet,0
836,54.29,groceries,desktop,0
837,246.33,travel,tablet,0
838,45.0,clothing,mobile,0
839,86.89,travel,desktop,0
840,100.04,clothing,mobile,0
841,1.32,groceries,desktop,0
842,108.93,groceries,tablet,0
843,19.61,travel,desktop,0
844,324.6,others,desktop,0
845,16.09,travel,mobile,0
846,53.55,clothing,mobile,0
847,8.92,travel,desktop,0
848,576.81,electronics,tablet,0
849,69.75,clothing,tablet,0
850,90.48,clothing,mobile,0
851,6.94,others,tablet,0
852,138.61,groceries,mobile,0
853,23.56,clothing,tablet,0
854,228.33,groceries,desktop,0
855,22.96,travel,mobile,0
856,21.16,electronics,mobile,0
857,3.72,others,desktop,0
858,63.88,groceries,mobile,0
859,83.2,clothing,tablet,0
860,6.8,groceries,tablet,0
861,149.4,clothing,mobile,0
862,60.38,groceries,tablet,0
863,74.32,clothing,mobile,0
864,58.12,travel,desktop,0
865,51.21,clothing,mobile,0
866,82.02,clothing,desktop,0
867,16.87,electronics,tablet,0
868,20.08,clothing,desktop,0
869,197.89,electronics,tablet,0
870,292.09,others,mobile,0
871,46.73,electronics,tablet,0
872,31.57,travel,mobile,0
873,103.28,electronics,mobile,0
874,52.55,others,desktop,0
875,2.57,travel,desktop,0
876,16.98,groceries,desktop,0
877,125.87,groceries,desktop,0
878,107.56,electronics,tablet,0
879,2.75,electronics,tablet,0
880,25.1,others,tablet,1
881,26.28,others,mobile,0
882,111.44,clothing,tablet,0
883,1.99,others,tablet,0
884,10.99,clothing,tablet,0
885,160.9,travel,desktop,0
886,19.67,electronics,tablet,0
887,105.77,travel,mobile,0
888,27.2,others,desktop,0
889,10.47,travel,mobile,0
890,27.86,travel,tablet,0
891,128.11,travel,desktop,0
892,193.58,others,mobile,0
893,177.33,travel,tablet,0
894,50.61,clothing,mobile,0
895,110.29,others,mobile,1
896,22.94,travel,mobile,0
897,34.69,others,tablet,0
898,226.66,groceries,tablet,0
899,1.31,clothing,mobile,0
900,8.94,travel,desktop,0
901,23.31,groceries,desktop,0
902,2.69,groceries,tablet,0
903,20.02,others,tablet,0
904,87.48,groceries,tablet,0
905,54.72,clothing,tablet,0
906,223.19,clothing,tablet,0
907,170.07,electronics,desktop,0
